text_type,output_step,current_word,triplet_impacted,current_text,total_triplets,triplet_scores
monocle,66,the,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Lens | lens'), ('Monocle | monocle', 'instance of', 'Lens | lens'), ('Corrective lens | corrective lens', 'subclass of', 'Lens | lens'), ('Lens | lens', 'part of', 'Corrective lens | corrective lens'), ('Lens | lens', 'used by', 'Corrective lens | corrective lens')]","[0.5799999833106995, 0.7699999809265137, 0.41999998688697815, 0.36000001430511475, 0.6899999976158142, 0.15000000596046448, 0.15000000596046448]"
monocle,67,monocle,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Lens | lens'), ('Monocle | monocle', 'instance of', 'Lens | lens'), ('Corrective lens | corrective lens', 'subclass of', 'Lens | lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'subclass of', 'Lens | lens'), ('Monocle | It', 'instance of', 'Lens | lens'), ('Lens | lens', 'part of', 'Corrective lens | corrective lens'), ('Lens | lens', 'used by', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'subclass of', 'Lens | lens'), ('Monocle | the monocle', 'instance of', 'Lens | lens')]","[0.5, 0.7300000190734863, 0.4000000059604645, 0.25999999046325684, 0.6200000047683716, 0.1599999964237213, 0.3400000035762787, 0.5799999833106995, 0.17000000178813934, 0.12999999523162842, 0.3199999928474426, 0.4699999988079071]"
monocle,68,was,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.5199999809265137, 0.7300000190734863, 0.17000000178813934]"
monocle,69,generally,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Lens | lens'), ('Monocle | monocle', 'instance of', 'Lens | lens'), ('Corrective lens | corrective lens', 'subclass of', 'Lens | lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'subclass of', 'Lens | lens'), ('Monocle | It', 'instance of', 'Lens | lens'), ('Lens | lens', 'part of', 'Corrective lens | corrective lens'), ('Lens | lens', 'used by', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'subclass of', 'Lens | lens'), ('Monocle | the monocle', 'instance of', 'Lens | lens')]","[0.550000011920929, 0.7799999713897705, 0.4300000071525574, 0.3499999940395355, 0.6600000262260437, 0.15000000596046448, 0.28999999165534973, 0.6299999952316284, 0.1599999964237213, 0.11999999731779099, 0.23000000417232513, 0.49000000953674316]"
monocle,70,associated,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Lens | lens'), ('Monocle | monocle', 'instance of', 'Lens | lens'), ('Corrective lens | corrective lens', 'subclass of', 'Lens | lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'subclass of', 'Lens | lens'), ('Monocle | It', 'instance of', 'Lens | lens'), ('Lens | lens', 'part of', 'Corrective lens | corrective lens'), ('Lens | lens', 'used by', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'subclass of', 'Lens | lens'), ('Monocle | the monocle', 'instance of', 'Lens | lens')]","[0.6000000238418579, 0.7799999713897705, 0.4399999976158142, 0.3700000047683716, 0.6700000166893005, 0.17000000178813934, 0.2800000011920929, 0.6399999856948853, 0.1599999964237213, 0.12999999523162842, 0.2199999988079071, 0.4699999988079071]"
monocle,71,with,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Lens | lens'), ('Monocle | monocle', 'instance of', 'Lens | lens'), ('Corrective lens | corrective lens', 'subclass of', 'Lens | lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'subclass of', 'Lens | lens'), ('Monocle | It', 'instance of', 'Lens | lens'), ('Lens | lens', 'part of', 'Corrective lens | corrective lens'), ('Lens | lens', 'used by', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'subclass of', 'Lens | lens'), ('Monocle | the monocle', 'instance of', 'Lens | lens')]","[0.5899999737739563, 0.7799999713897705, 0.4699999988079071, 0.38999998569488525, 0.6899999976158142, 0.15000000596046448, 0.2800000011920929, 0.6399999856948853, 0.15000000596046448, 0.10999999940395355, 0.20999999344348907, 0.44999998807907104]"
monocle,72,"wealthy,",yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy,","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.5099999904632568, 0.800000011920929, 0.10999999940395355]"
monocle,73,upper-class,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class","[('Monolopia | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monolopia | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monolopia | monocle', 'subclass of', 'Lens | lens'), ('Monolopia | monocle', 'instance of', 'Lens | lens'), ('Corrective lens | corrective lens', 'subclass of', 'Lens | lens'), ('Lens | lens', 'part of', 'Monolopia | monocle'), ('Lens | lens', 'part of', 'Corrective lens | corrective lens'), ('Lens | lens', 'used by', 'Corrective lens | corrective lens'), ('Monocular vision | the monocle', 'subclass of', 'Lens | lens'), ('Monocular vision | the monocle', 'instance of', 'Lens | lens')]","[0.3799999952316284, 0.5299999713897705, 0.4399999976158142, 0.18000000715255737, 0.6700000166893005, 0.10000000149011612, 0.20000000298023224, 0.12999999523162842, 0.18000000715255737, 0.3100000023841858]"
monocle,74,men.,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men.","[('Monocular vision | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocular vision | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocular vision | the monocle', 'part of', 'Monocular vision | monocle')]","[0.3499999940395355, 0.5400000214576721, 0.30000001192092896, 0.15000000596046448]"
monocle,75,Combined,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined","[('Glasses | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'subclass of', 'Glasses | It'), ('Glasses | It', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | the monocle', 'part of', 'Glasses | monocle')]","[0.3400000035762787, 0.5400000214576721, 0.11999999731779099, 0.3100000023841858, 0.11999999731779099]"
monocle,76,with,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with","[('Monocular vision | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocular vision | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocular vision | the monocle', 'part of', 'Monocular vision | monocle'), ('Monocular vision | the monocle', 'part of', 'Glasses | It'), ('Monocular vision | the monocle', 'used by', 'Glasses | It')]","[0.3799999952316284, 0.5899999737739563, 0.33000001311302185, 0.11999999731779099, 0.10000000149011612, 0.14000000059604645]"
monocle,77,a,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a","[('Glasses | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'subclass of', 'Glasses | It'), ('Glasses | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocular vision | the monocle', 'part of', 'Glasses | monocle')]","[0.3400000035762787, 0.550000011920929, 0.10000000149011612, 0.3199999928474426, 0.10999999940395355]"
